user_id,text,age,gender,language,self_estimation_german,career_path,field,grade_german,grade_math,academic,label
3,"Die Biochemie (physiologische Chemie) erforscht die chemische Zusammensetzung pflanzlicher und tierischer Körper, die in ihnen ablaufenden chemischen Prozesse sowie die Veränderungen durch Krankheiten.",17,female,german,1,college,social_sciences,3,4,True,1
3,"Geowissenschaftler/-innen sind gefragte Experten in der Rohstoffgewinnung, im Umweltschutz, in der Abfalllagerung sowie in der Stadt- und Regionalplanung.",17,female,german,1,college,social_sciences,3,4,True,2
3,"Das Studium findet an Universitäten oder Pädagogischen Hochschulen (nur Baden-Württemberg) statt, für musisch-künstlerische Fächer auch an Kunst- und Musikhochschulen.",17,female,german,1,college,social_sciences,3,4,True,1
3,"Die Kunststofftechnik befasst sich mit der Herstellung, Verarbeitung und Anwendung von Kunststoffen (einschließlich dem Gummirohstoff Kautschuk) und den dabei benutzten Maschinen und Geräten.",17,female,german,1,college,social_sciences,3,4,True,1
3,Bei Eventmanagement sowie Hotel- und Tourismusmanagement kann ein Nachweis über Englischkenntnisse verlangt werden.,17,female,german,1,college,social_sciences,3,4,True,1
3,Es sind zwei Fächer zu wählen.,17,female,german,1,college,social_sciences,3,4,True,1
3,Das Studium an einer Hochschule kann - neben dem eigenständigen Studiengang - auch von einem der naturwissenschaftlichen oder technischen Grundlagenfächer her begonnen und später auf den Schwerpunkt Hüttenwesen/Hüttentechnik konzentriert werden.,17,female,german,1,college,social_sciences,3,4,True,2
3,"Während beim Hochschulstudium die wissenschaftlichen Grundlagen und Methoden der Chemie und ihrer Anwendungen in der chemischen Industrie im Vordergrund stehen, ist der Studiengang Chemie oder technische Chemie an Fachhochschulen überwiegend darauf ausgerichtet, zur eigenständigen Mitarbeit im Labor bzw. im produktions- und betriebstechnischen Bereich zu befähigen.",17,female,german,1,college,social_sciences,3,4,True,1
3,"Alle diese Studiengänge und -fächer bereiten auf eine berufliche Tätigkeit in den Bereichen Hörfunk, Fernsehen, Video, Film, Fotografie und Printmedien vor.",17,female,german,1,college,social_sciences,3,4,True,1
3,"Auch Theater, Film und Fernsehen sowie Kunst und Musik sind von Interesse.",17,female,german,1,college,social_sciences,3,4,True,1
3,Im Bereich der Technischen Universitäten und Hochschulen gibt es keinen eigenständigen Studiengang für Produktions- und Fertigungstechnik.,17,female,german,1,college,social_sciences,3,4,True,2
3,"Dabei gibt es vor allem mit Verfahrenstechnik/Chemieingenieurwesen (6.64) zahlreiche Berührungspunkte und Überschneidungen, ebenso auch mit der Fertigungstechnik (6.31).",17,female,german,1,college,social_sciences,3,4,True,2
3,Ein Vollstudium der Architektur ist in Hamburg auch an der Hochschule für bildende Künste möglich.,17,female,german,1,college,social_sciences,3,4,True,1
3,Bei Mißerfolg kann des Kontrollverfahren innerhalb eines Jahres einmal wiederholt werden.,17,female,german,1,college,social_sciences,3,4,True,1
4,Seit 2004 haben sich die Arbeitslosenzahlen in allen Fächern dieser Fächergruppe kaum noch verändert.,16,female,german,1,college,undecided,1,1,True,1
4,"Die Kunststofftechnik befasst sich mit der Herstellung, Verarbeitung und Anwendung von Kunststoffen (einschließlich dem Gummirohstoff Kautschuk) und den dabei benutzten Maschinen und Geräten.",16,female,german,1,college,undecided,1,1,True,2
4,Es sind zwei Fächer zu wählen.,16,female,german,1,college,undecided,1,1,True,1
4,Bei Mißerfolg kann des Kontrollverfahren innerhalb eines Jahres einmal wiederholt werden.,16,female,german,1,college,undecided,1,1,True,2
4,"Es gibt kaum ein Produkt, in dem – wenn oft auch unsichtbar – nicht Mathematik steckt.",16,female,german,1,college,undecided,1,1,True,1
4,Dabei sollen die Fähigkeiten zur Gestaltung sowie zur Analyse und Interpretation von Werken der bildenden Kunst und der visuellen Medien vermittelt werden.,16,female,german,1,college,undecided,1,1,True,3
4,Teilweise wird die Feinwerktechnik daher als Schwerpunkt in den genannten Studiengängen angeboten.,16,female,german,1,college,undecided,1,1,True,4
4,Ein Vollstudium der Architektur ist in Hamburg auch an der Hochschule für bildende Künste möglich.,16,female,german,1,college,undecided,1,1,True,1
4,"Dabei schützt er den Menschen auch vor Gefahren, die von tierischen Lebensmitteln oder von übertragbaren Krankheiten der Haustiere ausgehen können.",16,female,german,1,college,undecided,1,1,True,1
4,"Lehrangebote gibt es darüber hinaus auch in bestimmten Fächern der Lehrerausbildung und der Erziehungswissenschaften, wie z.B. Medienpädagogik.",16,female,german,1,college,undecided,1,1,True,3
4,"Diese Aufgabe ist umfangreich und schwierig, denn moderne Seeschiffe sind praktisch schwimmende Kraftwerke.",16,female,german,1,college,undecided,1,1,True,1
4,Im Fachhochschulsektor liegt der Hauptanteil mit 31 % bei der Landespflege/Landschaftsarchitektur und Landschaftsgestaltung.,16,female,german,1,college,undecided,1,1,True,4
4,Dank Lichtwellenleitern ist Ärzten/-innen der Einblick in das Innere des Menschen möglich.,16,female,german,1,college,undecided,1,1,True,1
4,"6 Monate, davon 2 bis 3 vor Studienbeginn und der Rest während des Studiums bis zur Hauptprüfung.",16,female,german,1,college,undecided,1,1,True,3
4,Meist ist vor Beginn des Studiums ein Vorpraktikum zu empfehlen.,16,female,german,1,college,undecided,1,1,True,2
4,Knapp jeder fünfte Absolvent ist im Maschinen- und Stahlbau tätig.,16,female,german,1,college,undecided,1,1,True,1
4,Die Bewerbung erfolgt über die Hochschule.,16,female,german,1,college,undecided,1,1,True,1
4,"Dabei gibt es vor allem mit Verfahrenstechnik/Chemieingenieurwesen (6.64) zahlreiche Berührungspunkte und Überschneidungen, ebenso auch mit der Fertigungstechnik (6.31).",16,female,german,1,college,undecided,1,1,True,4
4,"Während beim Hochschulstudium die wissenschaftlichen Grundlagen und Methoden der Chemie und ihrer Anwendungen in der chemischen Industrie im Vordergrund stehen, ist der Studiengang Chemie oder technische Chemie an Fachhochschulen überwiegend darauf ausgerichtet, zur eigenständigen Mitarbeit im Labor bzw. im produktions- und betriebstechnischen Bereich zu befähigen.",16,female,german,1,college,undecided,1,1,True,2
4,"Die Biochemie (physiologische Chemie) erforscht die chemische Zusammensetzung pflanzlicher und tierischer Körper, die in ihnen ablaufenden chemischen Prozesse sowie die Veränderungen durch Krankheiten.",16,female,german,1,college,undecided,1,1,True,1
5,"Dabei gibt es vor allem mit Verfahrenstechnik/Chemieingenieurwesen (6.64) zahlreiche Berührungspunkte und Überschneidungen, ebenso auch mit der Fertigungstechnik (6.31).",17,female,german,2,college,social_sciences,1,2,True,2
5,Die Betriebswirtschaft ist ein Teilgebiet der Wirtschaftswissenschaften.,17,female,german,2,college,social_sciences,1,2,True,1
5,Die Geophysik befaßt sich mit der Physik (6.44) des Erdkörpers einschließlich seines Magnetfeldes.,17,female,german,2,college,social_sciences,1,2,True,1
5,Im Fachhochschulsektor liegt der Hauptanteil mit 31 % bei der Landespflege/Landschaftsarchitektur und Landschaftsgestaltung.,17,female,german,2,college,social_sciences,1,2,True,2
5,"Darüber hinaus werden z.B. Technisches Englisch, Betriebs- und Arbeitsorganisation, Kostenrechnung oder Management-wissen vermittelt.",17,female,german,2,college,social_sciences,1,2,True,2
5,Das gilt genauso für den Studenten an Fachhochschulen.,17,female,german,2,college,social_sciences,1,2,True,1
5,Nachträglich kann auch das Studium der Psychologie mit schulpsychologischem Schwerpunkt gewählt werden.,17,female,german,2,college,social_sciences,1,2,True,2
5,"Lehrangebote gibt es darüber hinaus auch in bestimmten Fächern der Lehrerausbildung und der Erziehungswissenschaften, wie z.B. Medienpädagogik.",17,female,german,2,college,social_sciences,1,2,True,3
5,Für diese Bewerber entfällt die Wahl eines Beifachs.,17,female,german,2,college,social_sciences,1,2,True,1
5,Es sind zwei Fächer zu wählen.,17,female,german,2,college,social_sciences,1,2,True,1
5,Ein Vollstudium der Architektur ist in Hamburg auch an der Hochschule für bildende Künste möglich.,17,female,german,2,college,social_sciences,1,2,True,1
5,"Diese Aufgabe ist umfangreich und schwierig, denn moderne Seeschiffe sind praktisch schwimmende Kraftwerke.",17,female,german,2,college,social_sciences,1,2,True,1
5,"Die Kunststofftechnik befasst sich mit der Herstellung, Verarbeitung und Anwendung von Kunststoffen (einschließlich dem Gummirohstoff Kautschuk) und den dabei benutzten Maschinen und Geräten.",17,female,german,2,college,social_sciences,1,2,True,2
5,In der Regel 6 Monate vor und während des Studiums bis zur Vorprüfung.,17,female,german,2,college,social_sciences,1,2,True,1
5,Bei Mißerfolg kann des Kontrollverfahren innerhalb eines Jahres einmal wiederholt werden.,17,female,german,2,college,social_sciences,1,2,True,2
5,"Die Biochemie (physiologische Chemie) erforscht die chemische Zusammensetzung pflanzlicher und tierischer Körper, die in ihnen ablaufenden chemischen Prozesse sowie die Veränderungen durch Krankheiten.",17,female,german,2,college,social_sciences,1,2,True,2
5,"Während beim Hochschulstudium die wissenschaftlichen Grundlagen und Methoden der Chemie und ihrer Anwendungen in der chemischen Industrie im Vordergrund stehen, ist der Studiengang Chemie oder technische Chemie an Fachhochschulen überwiegend darauf ausgerichtet, zur eigenständigen Mitarbeit im Labor bzw. im produktions- und betriebstechnischen Bereich zu befähigen.",17,female,german,2,college,social_sciences,1,2,True,3
5,"Holz ist ein außerordentlich vielseitiges Material und gehört nach wie vor zu den meistgebrauchten Werkstoffen, dabei oft in Verbindung mit anderen Werkstoffen wie Metall, Kunststoff oder Glas (Möbelindustrie, Bauwesen).",17,female,german,2,college,social_sciences,1,2,True,2
5,"Der Abschluß des Studiums befähigt seine Absolventen aber auch zu unterschiedlichen pädagogischen Tätigkeiten in der Wirtschaft (z. B. im betrieblichen Personal- und Bildungswesen), in der Verwaltung (z B. bei Kammern und Verbänden) und in der Forschung.",17,female,german,2,college,social_sciences,1,2,True,2
5,Grundstudium: Dieses Studium ist z. Z. nur an der FH Aalen möglich.,17,female,german,2,college,social_sciences,1,2,True,2
6,"Diese Aufgabe ist umfangreich und schwierig, denn moderne Seeschiffe sind praktisch schwimmende Kraftwerke.",17,female,german,1,college,other,1,4,True,1
6,Es sind zwei Fächer zu wählen.,17,female,german,1,college,other,1,4,True,1
6,"Dabei gibt es vor allem mit Verfahrenstechnik/Chemieingenieurwesen (6.64) zahlreiche Berührungspunkte und Überschneidungen, ebenso auch mit der Fertigungstechnik (6.31).",17,female,german,1,college,other,1,4,True,1
6,"Während beim Hochschulstudium die wissenschaftlichen Grundlagen und Methoden der Chemie und ihrer Anwendungen in der chemischen Industrie im Vordergrund stehen, ist der Studiengang Chemie oder technische Chemie an Fachhochschulen überwiegend darauf ausgerichtet, zur eigenständigen Mitarbeit im Labor bzw. im produktions- und betriebstechnischen Bereich zu befähigen.",17,female,german,1,college,other,1,4,True,2
6,Ein Vollstudium der Architektur ist in Hamburg auch an der Hochschule für bildende Künste möglich.,17,female,german,1,college,other,1,4,True,1
6,Das Studium der Volkswirtschaftslehre gliedert sich in ein Grundstudium (1.-4. Semester) und ein Hauptstudium (5.-8. Semester).,17,female,german,1,college,other,1,4,True,1
6,Im Fachhochschulsektor liegt der Hauptanteil mit 31 % bei der Landespflege/Landschaftsarchitektur und Landschaftsgestaltung.,17,female,german,1,college,other,1,4,True,1
6,Auch in Entwicklungsländern werden Hochschul- und Fachhochschulabsolventen dieser Richtung benötigt.,17,female,german,1,college,other,1,4,True,1
6,"Theologie ist die Wissenschaft von Gott, wie ihn der christliche Glaube vorstellt.",17,female,german,1,college,other,1,4,True,1
6,"Der überwiegende Teil, 8514, übte seinen Beruf in einer Praxis aus, 162 davon im Ausland.",17,female,german,1,college,other,1,4,True,1
6,"Die Kunststofftechnik befasst sich mit der Herstellung, Verarbeitung und Anwendung von Kunststoffen (einschließlich dem Gummirohstoff Kautschuk) und den dabei benutzten Maschinen und Geräten.",17,female,german,1,college,other,1,4,True,1
6,"Die Biochemie (physiologische Chemie) erforscht die chemische Zusammensetzung pflanzlicher und tierischer Körper, die in ihnen ablaufenden chemischen Prozesse sowie die Veränderungen durch Krankheiten.",17,female,german,1,college,other,1,4,True,1
6,"Auf jeden Fall empfiehlt es sich, eines der genannten benachbarten Fächer zu vertiefen.",17,female,german,1,college,other,1,4,True,1
6,Fast immer empfiehlt sich neben dem Diplom ein Referendardienst und das 2. Staatsexamen.,17,female,german,1,college,other,1,4,True,1
6,Forschungsinstitutionen und die Industrie (besonders auch im Ausland) haben gelegentlich Bedarf an Anthropologen.,17,female,german,1,college,other,1,4,True,1
6,An Fachhochschulen gab es im WS 1974/75 5500 Studenten.,17,female,german,1,college,other,1,4,True,1
6,"Die Studierenden erhalten frühzeitig Kontakt zur realen Arbeitswelt und erwerben schon mit Studienbeginn soziale Kompetenz und praktisches Wissen, wie es im späteren Berufsleben benötigt wird.",17,female,german,1,college,other,1,4,True,1
6,"Dies geschieht auf dem Wege der Entwicklung von Methoden zur großtechnischen Herstellung von Kunststoffen und Kunstfasern, mineralischen Düngern oder Schädlingsbekämpfungsmitteln.",17,female,german,1,college,other,1,4,True,2
6,"Lehrangebote gibt es darüber hinaus auch in bestimmten Fächern der Lehrerausbildung und der Erziehungswissenschaften, wie z.B. Medienpädagogik.",17,female,german,1,college,other,1,4,True,2
6,Bei Mißerfolg kann des Kontrollverfahren innerhalb eines Jahres einmal wiederholt werden.,17,female,german,1,college,other,1,4,True,2
7,"Während beim Hochschulstudium die wissenschaftlichen Grundlagen und Methoden der Chemie und ihrer Anwendungen in der chemischen Industrie im Vordergrund stehen, ist der Studiengang Chemie oder technische Chemie an Fachhochschulen überwiegend darauf ausgerichtet, zur eigenständigen Mitarbeit im Labor bzw. im produktions- und betriebstechnischen Bereich zu befähigen.",18_or_older,male,german,1,college,languages_humanities,4,2,True,4
7,Ein Vollstudium der Architektur ist in Hamburg auch an der Hochschule für bildende Künste möglich.,18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,"Dabei gibt es vor allem mit Verfahrenstechnik/Chemieingenieurwesen (6.64) zahlreiche Berührungspunkte und Überschneidungen, ebenso auch mit der Fertigungstechnik (6.31).",18_or_older,male,german,1,college,languages_humanities,4,2,True,3
7,Bei Mißerfolg kann des Kontrollverfahren innerhalb eines Jahres einmal wiederholt werden.,18_or_older,male,german,1,college,languages_humanities,4,2,True,2
7,Es sind zwei Fächer zu wählen.,18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,"Das Hauptbeschäftigungsfeld des Theaterwissenschaftlers liegt am Theater, beim Film sowie bei Hörfunk und Fernsehen und der an ihnen orientierten Publizistik.",18_or_older,male,german,1,college,languages_humanities,4,2,True,2
7,Bei der Judaistik (siehe 4.8.7) liegt das Schwergewicht auf der jüdischen Geschichte und Kultur.,18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,"Im Rahmen der Berufsaufklärung unterrichten sie die Öffentlichkeit über berufliche Anforderungen und Aussichten, über Wege und Förderungsmöglichkeiten der beruflichen Ausbildung sowie über Entwicklungen auf dem Arbeitsmarkt.",18_or_older,male,german,1,college,languages_humanities,4,2,True,3
7,"Diese Aufgabe ist umfangreich und schwierig, denn moderne Seeschiffe sind praktisch schwimmende Kraftwerke.",18_or_older,male,german,1,college,languages_humanities,4,2,True,2
7,"Die Kunststofftechnik befasst sich mit der Herstellung, Verarbeitung und Anwendung von Kunststoffen (einschließlich dem Gummirohstoff Kautschuk) und den dabei benutzten Maschinen und Geräten.",18_or_older,male,german,1,college,languages_humanities,4,2,True,3
7,In beiden Feldern kann es um Tiere und/ oder Pflanzen gehen.,18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,"Die Medizin ist die Wissenschaft von den Ursachen, der Heilung, Linderung und Vorbeugung von Krankheiten.",18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,Es wird unter fächerübergreifenden Gesichtspunkten in Projekten durchgeführt.,18_or_older,male,german,1,college,languages_humanities,4,2,True,2
7,"Gewöhnlich werden eine Einführung in die organisatorischen und örtlichen Gegebenheiten der Hochschule sowie Tipps, wie man sich zurechtfindet und effektiv studiert, angeboten - und natürlich Informationen über das Studienangebot.",18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,Auch in der Metallkunde (6.36) spielt die Physik eine hervorragende Rolle.,18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,"Musiklehrer/-innen für allgemeinbildende Schulen finden außerhalb des Schuldienstes nur eingeschränkte Beschäftigungsmöglichkeiten, z.B. in den Medien, bei Plattenfirmen oder Musikverlagen.",18_or_older,male,german,1,college,languages_humanities,4,2,True,3
7,"Absolvent*innen können in unterschiedlichen Bereichen tätig werden, etwa in der Medienproduktion, in der Theater­, Film- und Fernsehproduktion oder im Kunst- und Kulturmanagement.",18_or_older,male,german,1,college,languages_humanities,4,2,True,2
7,"Lehrangebote gibt es darüber hinaus auch in bestimmten Fächern der Lehrerausbildung und der Erziehungswissenschaften, wie z.B. Medienpädagogik.",18_or_older,male,german,1,college,languages_humanities,4,2,True,2
7,Im Fachhochschulsektor liegt der Hauptanteil mit 31 % bei der Landespflege/Landschaftsarchitektur und Landschaftsgestaltung.,18_or_older,male,german,1,college,languages_humanities,4,2,True,1
7,"Die Biochemie (physiologische Chemie) erforscht die chemische Zusammensetzung pflanzlicher und tierischer Körper, die in ihnen ablaufenden chemischen Prozesse sowie die Veränderungen durch Krankheiten.",18_or_older,male,german,1,college,languages_humanities,4,2,True,2
8,In einem dieser Bereiche wird später die Diplomarbeit angefertigt.,18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,"Dabei gibt es vor allem mit Verfahrenstechnik/Chemieingenieurwesen (6.64) zahlreiche Berührungspunkte und Überschneidungen, ebenso auch mit der Fertigungstechnik (6.31).",18_or_older,male,another_language,2,undecided,undecided,3,2,False,2
8,"Die Biochemie (physiologische Chemie) erforscht die chemische Zusammensetzung pflanzlicher und tierischer Körper, die in ihnen ablaufenden chemischen Prozesse sowie die Veränderungen durch Krankheiten.",18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,Im Fachhochschulsektor liegt der Hauptanteil mit 31 % bei der Landespflege/Landschaftsarchitektur und Landschaftsgestaltung.,18_or_older,male,another_language,2,undecided,undecided,3,2,False,2
8,"Diese Aufgabe ist umfangreich und schwierig, denn moderne Seeschiffe sind praktisch schwimmende Kraftwerke.",18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,"Lehrangebote gibt es darüber hinaus auch in bestimmten Fächern der Lehrerausbildung und der Erziehungswissenschaften, wie z.B. Medienpädagogik.",18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,"Die Kunststofftechnik befasst sich mit der Herstellung, Verarbeitung und Anwendung von Kunststoffen (einschließlich dem Gummirohstoff Kautschuk) und den dabei benutzten Maschinen und Geräten.",18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,Ein Vollstudium der Architektur ist in Hamburg auch an der Hochschule für bildende Künste möglich.,18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,Bei Mißerfolg kann des Kontrollverfahren innerhalb eines Jahres einmal wiederholt werden.,18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
8,Es sind zwei Fächer zu wählen.,18_or_older,male,another_language,2,undecided,undecided,3,2,False,1
